class	pattern	X	Y	query
no	either X or Y	new	old	either_. (?!new)(\b\w+)_j or_. (\bold)_j
no	either X or Y	new	old	either_. (\bnew)_j or_. (?!old)(\b\w+)_j
no	either X or Y	new	old	either_. (?!old)(\b\w+)_j or_. (\bnew)_j
no	either X or Y	new	old	either_. (\bold)_j or_. (?!new)(\b\w+)_j
yes	either X or Y	fast	slow	either_. (fast)_j or_. (slow)_j
yes	either X or Y	fast	slow	either_. (slow)_j or_. (fast)_j
no	either X or Y	fast	slow	either_. (?!fast)(\b\w+)_j or_. (\bslow)_j
no	either X or Y	fast	slow	either_. (\bfast)_j or_. (?!slow)(\b\w+)_j
no	either X or Y	fast	slow	either_. (?!slow)(\b\w+)_j or_. (\bfast)_j
no	either X or Y	fast	slow	either_. (\bslow)_j or_. (?!fast)(\b\w+)_j
yes	either X or Y	major	minor	either_. (major)_j or_. (minor)_j
yes	either X or Y	major	minor	either_. (minor)_j or_. (major)_j
no	either X or Y	major	minor	either_. (?!major)(\b\w+)_j or_. (\bminor)_j
no	either X or Y	major	minor	either_. (\bmajor)_j or_. (?!minor)(\b\w+)_j
no	either X or Y	major	minor	either_. (?!minor)(\b\w+)_j or_. (\bmajor)_j
no	either X or Y	major	minor	either_. (\bminor)_j or_. (?!major)(\b\w+)_j
yes	either X or Y	active	passive	either_. (active)_j or_. (passive)_j
yes	either X or Y	active	passive	either_. (passive)_j or_. (active)_j
no	either X or Y	active	passive	either_. (?!active)(\b\w+)_j or_. (\bpassive)_j
no	either X or Y	active	passive	either_. (\bactive)_j or_. (?!passive)(\b\w+)_j
no	either X or Y	active	passive	either_. (?!passive)(\b\w+)_j or_. (\bactive)_j
no	either X or Y	active	passive	either_. (\bpassive)_j or_. (?!active)(\b\w+)_j
yes	from X to Y	alive	dead	from_. (alive)_j to_. (dead)_j
yes	from X to Y	alive	dead	from_. (dead)_j to_. (alive)_j
no	from X to Y	alive	dead	from_. (?!alive)(\b\w+)_j to_. (\bdead)_j
no	from X to Y	alive	dead	from_. (\balive)_j to_. (?!dead)(\b\w+)_j
no	from X to Y	alive	dead	from_. (?!dead)(\b\w+)_j to_. (\balive)_j
no	from X to Y	alive	dead	from_. (\bdead)_j to_. (?!alive)(\b\w+)_j
yes	from X to Y	private	public	from_. (private)_j to_. (public)_j
yes	from X to Y	private	public	from_. (public)_j to_. (private)_j
no	from X to Y	private	public	from_. (?!private)(\b\w+)_j to_. (\bpublic)_j
no	from X to Y	private	public	from_. (\bprivate)_j to_. (?!public)(\b\w+)_j
no	from X to Y	private	public	from_. (?!public)(\b\w+)_j to_. (\bprivate)_j
no	from X to Y	private	public	from_. (\bpublic)_j to_. (?!private)(\b\w+)_j
yes	from X to Y	bad	good	from_. (bad)_j to_. (good)_j
yes	from X to Y	bad	good	from_. (good)_j to_. (bad)_j
no	from X to Y	bad	good	from_. (?!bad)(\b\w+)_j to_. (\bgood)_j
no	from X to Y	bad	good	from_. (\bbad)_j to_. (?!good)(\b\w+)_j
no	from X to Y	bad	good	from_. (?!good)(\b\w+)_j to_. (\bbad)_j
no	from X to Y	bad	good	from_. (\bgood)_j to_. (?!bad)(\b\w+)_j
yes	from X to Y	heavy	light	from_. (heavy)_j to_. (light)_j
yes	from X to Y	heavy	light	from_. (light)_j to_. (heavy)_j
no	from X to Y	heavy	light	from_. (?!heavy)(\b\w+)_j to_. (\blight)_j
no	from X to Y	heavy	light	from_. (\bheavy)_j to_. (?!light)(\b\w+)_j
no	from X to Y	heavy	light	from_. (?!light)(\b\w+)_j to_. (\bheavy)_j
no	from X to Y	heavy	light	from_. (\blight)_j to_. (?!heavy)(\b\w+)_j
yes	from X to Y	drunk	sober	from_. (drunk)_j to_. (sober)_j
yes	from X to Y	drunk	sober	from_. (sober)_j to_. (drunk)_j
no	from X to Y	drunk	sober	from_. (?!drunk)(\b\w+)_j to_. (\bsober)_j
no	from X to Y	drunk	sober	from_. (\bdrunk)_j to_. (?!sober)(\b\w+)_j
no	from X to Y	drunk	sober	from_. (?!sober)(\b\w+)_j to_. (\bdrunk)_j
no	from X to Y	drunk	sober	from_. (\bsober)_j to_. (?!drunk)(\b\w+)_j
yes	from X to Y	hard	soft	from_. (hard)_j to_. (soft)_j
yes	from X to Y	hard	soft	from_. (soft)_j to_. (hard)_j
no	from X to Y	hard	soft	from_. (?!hard)(\b\w+)_j to_. (\bsoft)_j
no	from X to Y	hard	soft	from_. (\bhard)_j to_. (?!soft)(\b\w+)_j
no	from X to Y	hard	soft	from_. (?!soft)(\b\w+)_j to_. (\bhard)_j
no	from X to Y	hard	soft	from_. (\bsoft)_j to_. (?!hard)(\b\w+)_j
yes	from X to Y	false	true	from_. (false)_j to_. (true)_j
yes	from X to Y	false	true	from_. (true)_j to_. (false)_j
no	from X to Y	false	true	from_. (?!false)(\b\w+)_j to_. (\btrue)_j
no	from X to Y	false	true	from_. (\bfalse)_j to_. (?!true)(\b\w+)_j
no	from X to Y	false	true	from_. (?!true)(\b\w+)_j to_. (\bfalse)_j
no	from X to Y	false	true	from_. (\btrue)_j to_. (?!false)(\b\w+)_j
yes	from X to Y	happy	sad	from_. (happy)_j to_. (sad)_j
yes	from X to Y	happy	sad	from_. (sad)_j to_. (happy)_j
no	from X to Y	happy	sad	from_. (?!happy)(\b\w+)_j to_. (\bsad)_j
no	from X to Y	happy	sad	from_. (\bhappy)_j to_. (?!sad)(\b\w+)_j
no	from X to Y	happy	sad	from_. (?!sad)(\b\w+)_j to_. (\bhappy)_j
no	from X to Y	happy	sad	from_. (\bsad)_j to_. (?!happy)(\b\w+)_j
yes	from X to Y	dry	wet	from_. (dry)_j to_. (wet)_j
yes	from X to Y	dry	wet	from_. (wet)_j to_. (dry)_j
no	from X to Y	dry	wet	from_. (?!dry)(\b\w+)_j to_. (\bwet)_j
no	from X to Y	dry	wet	from_. (\bdry)_j to_. (?!wet)(\b\w+)_j
no	from X to Y	dry	wet	from_. (?!wet)(\b\w+)_j to_. (\bdry)_j
no	from X to Y	dry	wet	from_. (\bwet)_j to_. (?!dry)(\b\w+)_j
yes	from X to Y	right	wrong	from_. (right)_j to_. (wrong)_j
yes	from X to Y	right	wrong	from_. (wrong)_j to_. (right)_j
no	from X to Y	right	wrong	from_. (?!right)(\b\w+)_j to_. (\bwrong)_j
no	from X to Y	right	wrong	from_. (\bright)_j to_. (?!wrong)(\b\w+)_j
no	from X to Y	right	wrong	from_. (?!wrong)(\b\w+)_j to_. (\bright)_j
no	from X to Y	right	wrong	from_. (\bwrong)_j to_. (?!right)(\b\w+)_j
yes	from X to Y	female	male	from_. (female)_j to_. (male)_j
yes	from X to Y	female	male	from_. (male)_j to_. (female)_j
no	from X to Y	female	male	from_. (?!female)(\b\w+)_j to_. (\bmale)_j
no	from X to Y	female	male	from_. (\bfemale)_j to_. (?!male)(\b\w+)_j
no	from X to Y	female	male	from_. (?!male)(\b\w+)_j to_. (\bfemale)_j
no	from X to Y	female	male	from_. (\bmale)_j to_. (?!female)(\b\w+)_j
yes	from X to Y	high	low	from_. (high)_j to_. (low)_j
yes	from X to Y	high	low	from_. (low)_j to_. (high)_j
no	from X to Y	high	low	from_. (?!high)(\b\w+)_j to_. (\blow)_j
no	from X to Y	high	low	from_. (\bhigh)_j to_. (?!low)(\b\w+)_j
no	from X to Y	high	low	from_. (?!low)(\b\w+)_j to_. (\bhigh)_j
no	from X to Y	high	low	from_. (\blow)_j to_. (?!high)(\b\w+)_j
yes	from X to Y	rural	urban	from_. (rural)_j to_. (urban)_j
yes	from X to Y	rural	urban	from_. (urban)_j to_. (rural)_j
no	from X to Y	rural	urban	from_. (?!rural)(\b\w+)_j to_. (\burban)_j
no	from X to Y	rural	urban	from_. (\brural)_j to_. (?!urban)(\b\w+)_j
no	from X to Y	rural	urban	from_. (?!urban)(\b\w+)_j to_. (\brural)_j
no	from X to Y	rural	urban	from_. (\burban)_j to_. (?!rural)(\b\w+)_j
yes	from X to Y	cold	hot	from_. (cold)_j to_. (hot)_j
yes	from X to Y	cold	hot	from_. (hot)_j to_. (cold)_j
no	from X to Y	cold	hot	from_. (?!cold)(\b\w+)_j to_. (\bhot)_j
no	from X to Y	cold	hot	from_. (\bcold)_j to_. (?!hot)(\b\w+)_j
no	from X to Y	cold	hot	from_. (?!hot)(\b\w+)_j to_. (\bcold)_j
no	from X to Y	cold	hot	from_. (\bhot)_j to_. (?!cold)(\b\w+)_j
yes	from X to Y	poor	rich	from_. (poor)_j to_. (rich)_j
yes	from X to Y	poor	rich	from_. (rich)_j to_. (poor)_j
no	from X to Y	poor	rich	from_. (?!poor)(\b\w+)_j to_. (\brich)_j
no	from X to Y	poor	rich	from_. (\bpoor)_j to_. (?!rich)(\b\w+)_j
no	from X to Y	poor	rich	from_. (?!rich)(\b\w+)_j to_. (\bpoor)_j
no	from X to Y	poor	rich	from_. (\brich)_j to_. (?!poor)(\b\w+)_j
yes	from X to Y	difficult	easy	from_. (difficult)_j to_. (easy)_j
yes	from X to Y	difficult	easy	from_. (easy)_j to_. (difficult)_j
no	from X to Y	difficult	easy	from_. (?!difficult)(\b\w+)_j to_. (\beasy)_j
no	from X to Y	difficult	easy	from_. (\bdifficult)_j to_. (?!easy)(\b\w+)_j
no	from X to Y	difficult	easy	from_. (?!easy)(\b\w+)_j to_. (\bdifficult)_j
no	from X to Y	difficult	easy	from_. (\beasy)_j to_. (?!difficult)(\b\w+)_j
yes	from X to Y	optimistic	pessimistic	from_. (optimistic)_j to_. (pessimistic)_j
yes	from X to Y	optimistic	pessimistic	from_. (pessimistic)_j to_. (optimistic)_j
no	from X to Y	optimistic	pessimistic	from_. (?!optimistic)(\b\w+)_j to_. (\bpessimistic)_j
no	from X to Y	optimistic	pessimistic	from_. (\boptimistic)_j to_. (?!pessimistic)(\b\w+)_j
no	from X to Y	optimistic	pessimistic	from_. (?!pessimistic)(\b\w+)_j to_. (\boptimistic)_j
no	from X to Y	optimistic	pessimistic	from_. (\bpessimistic)_j to_. (?!optimistic)(\b\w+)_j
yes	from X to Y	permanent	temporary	from_. (permanent)_j to_. (temporary)_j
yes	from X to Y	permanent	temporary	from_. (temporary)_j to_. (permanent)_j
no	from X to Y	permanent	temporary	from_. (?!permanent)(\b\w+)_j to_. (\btemporary)_j
no	from X to Y	permanent	temporary	from_. (\bpermanent)_j to_. (?!temporary)(\b\w+)_j
no	from X to Y	permanent	temporary	from_. (?!temporary)(\b\w+)_j to_. (\bpermanent)_j
no	from X to Y	permanent	temporary	from_. (\btemporary)_j to_. (?!permanent)(\b\w+)_j
yes	from X to Y	feminine	masculine	from_. (feminine)_j to_. (masculine)_j
yes	from X to Y	feminine	masculine	from_. (masculine)_j to_. (feminine)_j
no	from X to Y	feminine	masculine	from_. (?!feminine)(\b\w+)_j to_. (\bmasculine)_j
no	from X to Y	feminine	masculine	from_. (\bfeminine)_j to_. (?!masculine)(\b\w+)_j
no	from X to Y	feminine	masculine	from_. (?!masculine)(\b\w+)_j to_. (\bfeminine)_j
no	from X to Y	feminine	masculine	from_. (\bmasculine)_j to_. (?!feminine)(\b\w+)_j
yes	from X to Y	long	short	from_. (long)_j to_. (short)_j
yes	from X to Y	long	short	from_. (short)_j to_. (long)_j
no	from X to Y	long	short	from_. (?!long)(\b\w+)_j to_. (\bshort)_j
no	from X to Y	long	short	from_. (\blong)_j to_. (?!short)(\b\w+)_j
no	from X to Y	long	short	from_. (?!short)(\b\w+)_j to_. (\blong)_j
no	from X to Y	long	short	from_. (\bshort)_j to_. (?!long)(\b\w+)_j
yes	from X to Y	large	small	from_. (large)_j to_. (small)_j
yes	from X to Y	large	small	from_. (small)_j to_. (large)_j
no	from X to Y	large	small	from_. (?!large)(\b\w+)_j to_. (\bsmall)_j
no	from X to Y	large	small	from_. (\blarge)_j to_. (?!small)(\b\w+)_j
no	from X to Y	large	small	from_. (?!small)(\b\w+)_j to_. (\blarge)_j
no	from X to Y	large	small	from_. (\bsmall)_j to_. (?!large)(\b\w+)_j
yes	from X to Y	new	old	from_. (new)_j to_. (old)_j
yes	from X to Y	new	old	from_. (old)_j to_. (new)_j
no	from X to Y	new	old	from_. (?!new)(\b\w+)_j to_. (\bold)_j
no	from X to Y	new	old	from_. (\bnew)_j to_. (?!old)(\b\w+)_j
no	from X to Y	new	old	from_. (?!old)(\b\w+)_j to_. (\bnew)_j
no	from X to Y	new	old	from_. (\bold)_j to_. (?!new)(\b\w+)_j
yes	from X to Y	fast	slow	from_. (fast)_j to_. (slow)_j
yes	from X to Y	fast	slow	from_. (slow)_j to_. (fast)_j
no	from X to Y	fast	slow	from_. (?!fast)(\b\w+)_j to_. (\bslow)_j
no	from X to Y	fast	slow	from_. (\bfast)_j to_. (?!slow)(\b\w+)_j
no	from X to Y	fast	slow	from_. (?!slow)(\b\w+)_j to_. (\bfast)_j
no	from X to Y	fast	slow	from_. (\bslow)_j to_. (?!fast)(\b\w+)_j
yes	from X to Y	major	minor	from_. (major)_j to_. (minor)_j
yes	from X to Y	major	minor	from_. (minor)_j to_. (major)_j
no	from X to Y	major	minor	from_. (?!major)(\b\w+)_j to_. (\bminor)_j
no	from X to Y	major	minor	from_. (\bmajor)_j to_. (?!minor)(\b\w+)_j
no	from X to Y	major	minor	from_. (?!minor)(\b\w+)_j to_. (\bmajor)_j
no	from X to Y	major	minor	from_. (\bminor)_j to_. (?!major)(\b\w+)_j
yes	from X to Y	active	passive	from_. (active)_j to_. (passive)_j
yes	from X to Y	active	passive	from_. (passive)_j to_. (active)_j
no	from X to Y	active	passive	from_. (?!active)(\b\w+)_j to_. (\bpassive)_j
no	from X to Y	active	passive	from_. (\bactive)_j to_. (?!passive)(\b\w+)_j
no	from X to Y	active	passive	from_. (?!passive)(\b\w+)_j to_. (\bactive)_j
no	from X to Y	active	passive	from_. (\bpassive)_j to_. (?!active)(\b\w+)_j
yes	how X or Y	alive	dead	how_. (alive)_j or_. (dead)_j
yes	how X or Y	alive	dead	how_. (dead)_j or_. (alive)_j
no	how X or Y	alive	dead	how_. (?!alive)(\b\w+)_j or_. (\bdead)_j
no	how X or Y	alive	dead	how_. (\balive)_j or_. (?!dead)(\b\w+)_j
no	how X or Y	alive	dead	how_. (?!dead)(\b\w+)_j or_. (\balive)_j
no	how X or Y	alive	dead	how_. (\bdead)_j or_. (?!alive)(\b\w+)_j
yes	how X or Y	private	public	how_. (private)_j or_. (public)_j
yes	how X or Y	private	public	how_. (public)_j or_. (private)_j
no	how X or Y	private	public	how_. (?!private)(\b\w+)_j or_. (\bpublic)_j
no	how X or Y	private	public	how_. (\bprivate)_j or_. (?!public)(\b\w+)_j
no	how X or Y	private	public	how_. (?!public)(\b\w+)_j or_. (\bprivate)_j
no	how X or Y	private	public	how_. (\bpublic)_j or_. (?!private)(\b\w+)_j
yes	how X or Y	bad	good	how_. (bad)_j or_. (good)_j
yes	how X or Y	bad	good	how_. (good)_j or_. (bad)_j
no	how X or Y	bad	good	how_. (?!bad)(\b\w+)_j or_. (\bgood)_j
no	how X or Y	bad	good	how_. (\bbad)_j or_. (?!good)(\b\w+)_j
no	how X or Y	bad	good	how_. (?!good)(\b\w+)_j or_. (\bbad)_j
no	how X or Y	bad	good	how_. (\bgood)_j or_. (?!bad)(\b\w+)_j
yes	how X or Y	heavy	light	how_. (heavy)_j or_. (light)_j
yes	how X or Y	heavy	light	how_. (light)_j or_. (heavy)_j
no	how X or Y	heavy	light	how_. (?!heavy)(\b\w+)_j or_. (\blight)_j
no	how X or Y	heavy	light	how_. (\bheavy)_j or_. (?!light)(\b\w+)_j
no	how X or Y	heavy	light	how_. (?!light)(\b\w+)_j or_. (\bheavy)_j
no	how X or Y	heavy	light	how_. (\blight)_j or_. (?!heavy)(\b\w+)_j
yes	how X or Y	drunk	sober	how_. (drunk)_j or_. (sober)_j
yes	how X or Y	drunk	sober	how_. (sober)_j or_. (drunk)_j
no	how X or Y	drunk	sober	how_. (?!drunk)(\b\w+)_j or_. (\bsober)_j
no	how X or Y	drunk	sober	how_. (\bdrunk)_j or_. (?!sober)(\b\w+)_j
no	how X or Y	drunk	sober	how_. (?!sober)(\b\w+)_j or_. (\bdrunk)_j
no	how X or Y	drunk	sober	how_. (\bsober)_j or_. (?!drunk)(\b\w+)_j
yes	how X or Y	hard	soft	how_. (hard)_j or_. (soft)_j
yes	how X or Y	hard	soft	how_. (soft)_j or_. (hard)_j
no	how X or Y	hard	soft	how_. (?!hard)(\b\w+)_j or_. (\bsoft)_j
no	how X or Y	hard	soft	how_. (\bhard)_j or_. (?!soft)(\b\w+)_j
no	how X or Y	hard	soft	how_. (?!soft)(\b\w+)_j or_. (\bhard)_j
no	how X or Y	hard	soft	how_. (\bsoft)_j or_. (?!hard)(\b\w+)_j
yes	how X or Y	false	true	how_. (false)_j or_. (true)_j
yes	how X or Y	false	true	how_. (true)_j or_. (false)_j
no	how X or Y	false	true	how_. (?!false)(\b\w+)_j or_. (\btrue)_j
no	how X or Y	false	true	how_. (\bfalse)_j or_. (?!true)(\b\w+)_j
no	how X or Y	false	true	how_. (?!true)(\b\w+)_j or_. (\bfalse)_j
no	how X or Y	false	true	how_. (\btrue)_j or_. (?!false)(\b\w+)_j
yes	how X or Y	happy	sad	how_. (happy)_j or_. (sad)_j
yes	how X or Y	happy	sad	how_. (sad)_j or_. (happy)_j
no	how X or Y	happy	sad	how_. (?!happy)(\b\w+)_j or_. (\bsad)_j
no	how X or Y	happy	sad	how_. (\bhappy)_j or_. (?!sad)(\b\w+)_j
no	how X or Y	happy	sad	how_. (?!sad)(\b\w+)_j or_. (\bhappy)_j
no	how X or Y	happy	sad	how_. (\bsad)_j or_. (?!happy)(\b\w+)_j
yes	how X or Y	dry	wet	how_. (dry)_j or_. (wet)_j
yes	how X or Y	dry	wet	how_. (wet)_j or_. (dry)_j
no	how X or Y	dry	wet	how_. (?!dry)(\b\w+)_j or_. (\bwet)_j
no	how X or Y	dry	wet	how_. (\bdry)_j or_. (?!wet)(\b\w+)_j
no	how X or Y	dry	wet	how_. (?!wet)(\b\w+)_j or_. (\bdry)_j
no	how X or Y	dry	wet	how_. (\bwet)_j or_. (?!dry)(\b\w+)_j
yes	how X or Y	right	wrong	how_. (right)_j or_. (wrong)_j
yes	how X or Y	right	wrong	how_. (wrong)_j or_. (right)_j
no	how X or Y	right	wrong	how_. (?!right)(\b\w+)_j or_. (\bwrong)_j
no	how X or Y	right	wrong	how_. (\bright)_j or_. (?!wrong)(\b\w+)_j
no	how X or Y	right	wrong	how_. (?!wrong)(\b\w+)_j or_. (\bright)_j
no	how X or Y	right	wrong	how_. (\bwrong)_j or_. (?!right)(\b\w+)_j
yes	how X or Y	female	male	how_. (female)_j or_. (male)_j
yes	how X or Y	female	male	how_. (male)_j or_. (female)_j
no	how X or Y	female	male	how_. (?!female)(\b\w+)_j or_. (\bmale)_j
no	how X or Y	female	male	how_. (\bfemale)_j or_. (?!male)(\b\w+)_j
no	how X or Y	female	male	how_. (?!male)(\b\w+)_j or_. (\bfemale)_j
no	how X or Y	female	male	how_. (\bmale)_j or_. (?!female)(\b\w+)_j
yes	how X or Y	high	low	how_. (high)_j or_. (low)_j
yes	how X or Y	high	low	how_. (low)_j or_. (high)_j
no	how X or Y	high	low	how_. (?!high)(\b\w+)_j or_. (\blow)_j
no	how X or Y	high	low	how_. (\bhigh)_j or_. (?!low)(\b\w+)_j
no	how X or Y	high	low	how_. (?!low)(\b\w+)_j or_. (\bhigh)_j
no	how X or Y	high	low	how_. (\blow)_j or_. (?!high)(\b\w+)_j
yes	how X or Y	rural	urban	how_. (rural)_j or_. (urban)_j
yes	how X or Y	rural	urban	how_. (urban)_j or_. (rural)_j
no	how X or Y	rural	urban	how_. (?!rural)(\b\w+)_j or_. (\burban)_j
no	how X or Y	rural	urban	how_. (\brural)_j or_. (?!urban)(\b\w+)_j
no	how X or Y	rural	urban	how_. (?!urban)(\b\w+)_j or_. (\brural)_j
no	how X or Y	rural	urban	how_. (\burban)_j or_. (?!rural)(\b\w+)_j
yes	how X or Y	cold	hot	how_. (cold)_j or_. (hot)_j
yes	how X or Y	cold	hot	how_. (hot)_j or_. (cold)_j
no	how X or Y	cold	hot	how_. (?!cold)(\b\w+)_j or_. (\bhot)_j
no	how X or Y	cold	hot	how_. (\bcold)_j or_. (?!hot)(\b\w+)_j
no	how X or Y	cold	hot	how_. (?!hot)(\b\w+)_j or_. (\bcold)_j
no	how X or Y	cold	hot	how_. (\bhot)_j or_. (?!cold)(\b\w+)_j
yes	how X or Y	poor	rich	how_. (poor)_j or_. (rich)_j
yes	how X or Y	poor	rich	how_. (rich)_j or_. (poor)_j
no	how X or Y	poor	rich	how_. (?!poor)(\b\w+)_j or_. (\brich)_j
no	how X or Y	poor	rich	how_. (\bpoor)_j or_. (?!rich)(\b\w+)_j
no	how X or Y	poor	rich	how_. (?!rich)(\b\w+)_j or_. (\bpoor)_j
no	how X or Y	poor	rich	how_. (\brich)_j or_. (?!poor)(\b\w+)_j
yes	how X or Y	difficult	easy	how_. (difficult)_j or_. (easy)_j
yes	how X or Y	difficult	easy	how_. (easy)_j or_. (difficult)_j
no	how X or Y	difficult	easy	how_. (?!difficult)(\b\w+)_j or_. (\beasy)_j
no	how X or Y	difficult	easy	how_. (\bdifficult)_j or_. (?!easy)(\b\w+)_j
no	how X or Y	difficult	easy	how_. (?!easy)(\b\w+)_j or_. (\bdifficult)_j
no	how X or Y	difficult	easy	how_. (\beasy)_j or_. (?!difficult)(\b\w+)_j
yes	how X or Y	optimistic	pessimistic	how_. (optimistic)_j or_. (pessimistic)_j
yes	how X or Y	optimistic	pessimistic	how_. (pessimistic)_j or_. (optimistic)_j
no	how X or Y	optimistic	pessimistic	how_. (?!optimistic)(\b\w+)_j or_. (\bpessimistic)_j
no	how X or Y	optimistic	pessimistic	how_. (\boptimistic)_j or_. (?!pessimistic)(\b\w+)_j
no	how X or Y	optimistic	pessimistic	how_. (?!pessimistic)(\b\w+)_j or_. (\boptimistic)_j
no	how X or Y	optimistic	pessimistic	how_. (\bpessimistic)_j or_. (?!optimistic)(\b\w+)_j
yes	how X or Y	permanent	temporary	how_. (permanent)_j or_. (temporary)_j
yes	how X or Y	permanent	temporary	how_. (temporary)_j or_. (permanent)_j
no	how X or Y	permanent	temporary	how_. (?!permanent)(\b\w+)_j or_. (\btemporary)_j
no	how X or Y	permanent	temporary	how_. (\bpermanent)_j or_. (?!temporary)(\b\w+)_j
no	how X or Y	permanent	temporary	how_. (?!temporary)(\b\w+)_j or_. (\bpermanent)_j
no	how X or Y	permanent	temporary	how_. (\btemporary)_j or_. (?!permanent)(\b\w+)_j
yes	how X or Y	feminine	masculine	how_. (feminine)_j or_. (masculine)_j
yes	how X or Y	feminine	masculine	how_. (masculine)_j or_. (feminine)_j
no	how X or Y	feminine	masculine	how_. (?!feminine)(\b\w+)_j or_. (\bmasculine)_j
no	how X or Y	feminine	masculine	how_. (\bfeminine)_j or_. (?!masculine)(\b\w+)_j
no	how X or Y	feminine	masculine	how_. (?!masculine)(\b\w+)_j or_. (\bfeminine)_j
no	how X or Y	feminine	masculine	how_. (\bmasculine)_j or_. (?!feminine)(\b\w+)_j
yes	how X or Y	long	short	how_. (long)_j or_. (short)_j
yes	how X or Y	long	short	how_. (short)_j or_. (long)_j
no	how X or Y	long	short	how_. (?!long)(\b\w+)_j or_. (\bshort)_j
no	how X or Y	long	short	how_. (\blong)_j or_. (?!short)(\b\w+)_j
no	how X or Y	long	short	how_. (?!short)(\b\w+)_j or_. (\blong)_j
no	how X or Y	long	short	how_. (\bshort)_j or_. (?!long)(\b\w+)_j
yes	how X or Y	large	small	how_. (large)_j or_. (small)_j
yes	how X or Y	large	small	how_. (small)_j or_. (large)_j
no	how X or Y	large	small	how_. (?!large)(\b\w+)_j or_. (\bsmall)_j
